Rainfall_mm,Slope_Angle,Soil_Saturation,Vegetation_Cover,Earthquake_Activity,Proximity_to_Water,Landslide,Soil_Type_Gravel,Soil_Type_Sand,Soil_Type_Silt
162.3926495189,43.0130155301,0.9595603296,0.4129939698,4.5696060439,0.3819396397,1,0,0,0
180.8530893293,29.2485246356,0.8460051872,0.4098535123,5.6097606339,0.4782552946,1,0,0,1
284.3721896058,36.2775426206,0.6500934282,0.289734444,4.2848915868,0.5824226582,1,0,0,0
262.2109769144,53.4119425832,0.8625914429,0.1512382985,4.845668765,0.5985315757,1,0,0,1
164.2517548488,38.1597511479,0.8200367762,0.2554611195,4.4092095037,0.2406927118,1,0,0,1
168.2252064451,31.9114671451,0.9547699601,0.3583243251,4.7147669731,0.3169224773,1,0,0,1
281.8902989997,34.0451067102,0.8176066317,0.3544283055,4.5526584286,0.8419985529,0,0,0,1
259.2736015742,52.1756606275,0.8624647351,0.1709715078,5.3625672972,0.2693312983,1,0,0,0
230.9334330743,50.4781511856,0.6431774859,0.3741192064,4.2296772193,0.2135113663,1,0,0,1
225.8779039428,54.4246059804,0.8931206179,0.3168948822,5.4758692261,0.6119405053,1,0,0,1
165.8896068838,30.3049280056,0.6375027683,0.3308691133,6.1928461038,0.160071635,1,0,0,0
219.233621163,25.3266066939,0.6986715458,0.390584686,6.4795248784,0.1939538673,1,0,0,1
281.9724728913,48.0146109472,0.724371572,0.3969392202,6.0377959612,0.1880247346,1,0,0,0
203.3076853029,52.432712457,0.8216906057,0.1020918454,5.9024769001,0.8326804693,1,0,0,1
151.6547421394,51.2340919564,0.903470556,0.3713515291,5.8906616447,0.3056042155,1,0,0,0
281.4976142742,59.871701817,0.7473238122,0.2794442524,5.8051773455,0.2172090977,1,0,0,1
170.6734348739,48.2064701575,0.6007519534,0.1713490337,4.0726784509,0.3554930104,1,0,0,1
269.1295996916,28.2546723938,0.8352809068,0.292389156,5.6058138148,0.1041373579,1,0,0,1
183.8158133196,49.6030204343,0.6211215842,0.2946390649,5.4984224142,0.2698207201,1,0,0,0
273.757411527,42.4389488792,0.6308233117,0.1234203717,4.8355957967,0.9819691904,1,0,0,1
181.4762992285,53.8795733683,0.8081186308,0.2493850385,4.3059418933,0.4340193662,1,0,0,0
163.2900644519,32.7214183449,0.8392901176,0.3942652457,6.4958687785,0.2994435105,1,0,0,1
176.0220111399,47.3143642565,0.7984665536,0.1713009868,5.7147781776,0.8398022856,1,0,0,0
207.57494279,45.015529493,0.8351077443,0.1737905013,4.9055886041,0.165294111,1,0,0,1
255.0377939167,45.503355109,0.8345916369,0.379068251,6.3240423072,0.9406792451,1,0,0,0
188.8945138299,40.0379884459,0.9490921002,0.4367734267,4.4652535446,0.4351803993,1,0,0,0
290.6029941324,49.7106652682,0.8524682584,0.1199368111,6.2597833257,0.4368507026,1,0,0,0
259.4262342979,51.7929514647,0.6635632671,0.3440900598,4.3383852057,0.9226230581,1,0,0,0
220.8090651296,25.4690919251,0.7130982758,0.1178379633,4.0907190565,0.2469787991,1,0,0,0
285.9381870782,33.7341169947,0.7087798905,0.403759305,5.1243496061,0.2681390201,1,0,0,0
173.4572706605,54.8581368191,0.6186002346,0.3478797761,5.4049821187,0.5324206823,1,0,0,0
211.6643403901,37.1570164191,0.9599333383,0.1087293587,5.6594742154,0.1279882085,1,0,0,1
282.3203421423,38.7706746297,0.9311473501,0.4150852062,5.5610636162,0.9812970905,1,0,0,0
188.4795093666,47.8961110516,0.6792390531,0.3261321018,5.1598312167,0.9470359877,1,0,0,0
295.1034266682,31.4055405482,0.6088140641,0.3880032159,5.0449748347,0.8506160578,1,0,0,0
234.1834182424,43.3186818981,0.6459075487,0.4440558773,5.807035758,0.7916999885,1,0,0,0
232.325798508,46.4515056302,0.6904588206,0.4387674912,5.0715763674,0.945698147,1,0,0,0
277.4963057221,48.4157818065,0.7849182244,0.2647062166,5.6274336679,0.2905875598,1,0,0,1
268.0455202377,28.9177574458,0.7423893495,0.4912247272,5.9849742909,0.2013637821,1,0,0,0
188.7931252332,30.7647223701,0.7320860259,0.4027006023,5.2984646488,0.1262537828,1,0,0,1
248.9444049592,30.656693395,0.7021973379,0.4786551817,5.4004556459,0.7720124763,1,0,0,1
154.0751131838,27.2821606941,0.7855725507,0.4636880823,5.3467544949,0.7983441882,0,0,0,1
205.7899001875,40.8093886731,0.7589525562,0.1373631888,5.1026803956,0.2037664591,0,0,0,0
228.4994446792,35.049828533,0.9171417676,0.3310373464,5.5864560439,0.6426746577,1,0,0,0
179.376121888,56.3935275648,0.8080762093,0.2790411761,5.3945504798,0.3167616771,1,0,0,1
278.5768885498,56.7150139168,0.710761795,0.4934085891,4.3517788201,0.0333836018,1,0,0,0
204.5539687134,50.6422332145,0.928151003,0.2252647979,5.996483181,0.083464085,1,0,0,1
282.3624552611,53.1261237405,0.8020827094,0.4868506461,5.0444024482,0.1224338984,1,0,0,0
258.7778322041,36.3053919435,0.9988312628,0.4919129831,5.6403350451,0.01260752,1,0,0,1
233.9633525458,43.4589867743,0.8877414489,0.4561032212,4.1985164616,0.97345739,1,0,0,0
200.5260752792,35.3771423449,0.9672831998,0.1442993781,5.8989560253,0.4711678989,0,0,0,0
273.2455346566,41.0742819011,0.7431193061,0.2976849789,6.0706231311,0.5254349125,1,0,0,1
186.650991118,28.9530122944,0.6348717871,0.3876309789,5.0502968196,0.3479414116,1,0,0,1
217.5526468358,51.2089217937,0.860459034,0.348371427,4.8809373665,0.806195881,1,0,0,0
276.560598961,33.88912061,0.61244624,0.3957178941,4.2658593156,0.6863271967,1,0,0,0
160.4461722244,31.1208503012,0.9422949036,0.1908718228,6.0926028131,0.077078012,1,0,0,0
201.0570139,55.3235279988,0.6862119475,0.244151128,4.1712635166,0.3039464012,1,0,0,0
247.9744185797,57.8406686457,0.9484817929,0.4064259106,5.9711183581,0.8988473882,1,0,0,0
247.6152821338,55.5979353448,0.6000753598,0.1676324281,4.9743984686,0.4603582712,1,0,0,1
279.6845414284,44.1326877066,0.7521602196,0.4907201314,4.2768014833,0.0180000889,1,0,0,1
213.2166062369,25.9511255632,0.9864973643,0.1509815838,5.7692208158,0.9107701616,1,0,0,1
263.0942855395,53.1717371895,0.6072026222,0.4851241428,5.8166774802,0.6282381105,1,0,0,0
229.9013830142,47.2281187068,0.7799368832,0.1873772732,4.3006180663,0.0965344702,1,0,0,1
186.2840742388,25.4341412697,0.7875071862,0.2205061043,5.4958937107,0.2263514943,1,0,0,0
259.5369220635,45.9582903734,0.6257965085,0.4508957829,6.1931544071,0.5932215701,1,0,0,0
283.8453747209,31.4865562835,0.6315876649,0.195804068,5.9864456968,0.4291825934,1,0,0,1
190.1665013233,52.6206296306,0.8293397383,0.3635300281,4.6307681246,0.5989785082,1,0,0,0
167.2399495589,28.2850049688,0.9638507278,0.3676801052,6.0732169983,0.9558244837,1,0,0,1
153.7712937416,49.3057659646,0.6328828255,0.4642706318,5.1610830906,0.601923431,1,0,0,0
283.8784934932,40.5183005033,0.8428358315,0.3525230212,5.4792429058,0.6396055612,1,0,0,0
251.4639543508,29.6092703465,0.6936737787,0.4147001341,6.4269155162,0.9505310526,1,0,0,1
240.0976599823,51.0257870662,0.8025064238,0.3536416126,4.1773305403,0.0029210326,1,0,0,0
155.9648947483,46.1425086975,0.9629520659,0.1955426642,5.1741044367,0.3313470071,1,0,0,0
222.3061587168,31.8634199458,0.8443120284,0.2122732862,4.5174814461,0.5370074884,1,0,0,0
278.1203996476,26.7323898723,0.9333268286,0.437569845,4.7122700538,0.8025856796,1,0,0,0
235.8072965054,42.9433704085,0.7173955293,0.4727014878,4.9925376031,0.2845623018,1,0,0,0
272.7310003122,43.6059812612,0.9519450709,0.3299118217,4.0741705577,0.702258766,1,0,0,1
298.9225258499,29.6021191964,0.7098926102,0.2578304302,5.0545704463,0.8822585561,1,0,0,1
250.6414507114,34.0360638967,0.8698431412,0.2186910564,5.7960730745,0.8211982826,1,0,0,1
150.2347657787,47.2740479564,0.6204541526,0.2030428881,4.1488117509,0.8715977273,1,0,0,0
188.5041342465,48.2852235692,0.9201419516,0.3650658052,4.2307119802,0.4189477902,1,0,0,0
262.6767071713,27.4852682587,0.6320720056,0.2419085167,6.354314279,0.646096175,1,0,0,0
246.9675135187,56.0813672526,0.8394769609,0.300861444,4.347178316,0.6125734683,1,0,0,0
281.05478902,50.3390569413,0.6482233666,0.4609813229,4.1661096109,0.9912632267,1,0,0,1
273.0018943679,49.3208830787,0.8129970798,0.2795412287,4.2109809514,0.0437390723,1,0,0,0
168.4504942686,44.5524838758,0.7372669413,0.391669395,5.6307291215,0.3873925857,1,0,0,1
277.7761855311,39.136425246,0.6310458579,0.3170137474,6.1543562373,0.4464195164,1,0,0,1
269.7570510778,53.7847830784,0.9430249351,0.4666540943,5.0774630513,0.889652033,1,0,0,1
151.8464554524,37.9518317136,0.610968124,0.2571896901,5.3145314972,0.1668602017,1,0,0,1
214.5794007693,29.9907950429,0.9560388141,0.2383509843,4.3861493681,0.5172393817,1,0,0,0
206.8365417088,25.2348636606,0.7543498012,0.4166881037,5.4899721055,0.6771206397,0,0,0,0
240.8668874179,37.7607804869,0.6871570217,0.4952143865,5.135004053,0.1673597331,1,0,0,1
295.8037884745,32.9970361364,0.9909808472,0.3127650826,4.3394726177,0.0389960126,1,0,0,1
154.6433686379,38.5795365981,0.6640099746,0.1093408385,5.8905340349,0.4878511972,0,0,0,0
169.5071673767,54.2418082734,0.7481587945,0.2499214271,5.1850160712,0.6029428765,1,0,0,1
274.0061039612,59.4404607124,0.7153621751,0.4844541942,4.9737047373,0.9707421537,1,0,0,0
266.0308337302,59.3038147345,0.7911513792,0.3129030125,4.4208423898,0.8336499619,1,0,0,0
216.0662025469,35.5816637273,0.7037339589,0.1778495347,4.1441189555,0.6773873215,1,0,0,1
185.2555822206,54.0740978682,0.817931063,0.1660968202,5.4574610654,0.4440437492,1,0,0,0
243.9351482132,42.1114241127,0.7607115203,0.4975393556,6.2007869054,0.3258231176,1,0,0,1
268.8782087944,41.1505929161,0.8923272115,0.1591936589,6.1313944548,0.543024584,1,0,0,0
184.1624604155,58.7410096508,0.9637818444,0.3888572942,5.3334665719,0.0379815633,1,0,0,1
261.8790057941,44.2262867791,0.6230964207,0.3723023572,5.1669551931,0.9440420938,1,0,0,1
172.3193954108,41.1936461773,0.9923949513,0.2933629744,6.1588688063,0.3024474783,1,0,0,0
223.7127266293,43.2855450892,0.8250846796,0.2764894855,5.5143882578,0.49232548,1,0,0,1
236.591854385,55.2952000969,0.9922957374,0.2630336834,6.0687973053,0.5914067594,1,0,0,0
270.9884013489,41.6769184322,0.9984491799,0.1237886275,4.0079196215,0.8469688542,1,0,0,0
283.9635307793,27.1860157767,0.9533859052,0.2793276221,5.2760812225,0.2207454885,0,0,0,1
260.1044643884,51.6908738143,0.9717029592,0.1122197828,6.1801208461,0.1344351294,1,0,0,1
194.9093382558,37.5550433896,0.9217748831,0.211503949,4.5267624097,0.7933940143,1,0,0,0
298.5819049155,32.0227856091,0.9978594566,0.1359248617,4.0057938698,0.7378695186,1,0,0,0
275.1216895501,50.9166646184,0.6571401149,0.4013711689,5.9223069553,0.8091831711,1,0,0,1
282.6636413253,49.501199547,0.6417616519,0.2596400752,5.8078737162,0.407543031,1,0,0,1
211.0659733688,27.3103445449,0.7395282136,0.1443992395,6.020588025,0.6977562761,1,0,0,0
150.913312236,28.5329419992,0.9475777009,0.3726994576,4.2823291067,0.7945155445,1,0,0,1
256.06297159,26.7579104012,0.6291607341,0.2611493131,4.7382262351,0.8634007669,1,0,0,1
210.195903633,35.2380281875,0.6609318358,0.206467205,4.0550673031,0.4764369863,1,0,0,0
183.9043496724,47.4166614762,0.9915924461,0.3413972384,4.8945352103,0.7596114287,1,0,0,0
178.1764278807,50.1927008674,0.9467733873,0.2815787392,6.0535799791,0.0717758062,1,0,0,1
252.3925831835,33.467608811,0.885581053,0.4290139178,6.0098962689,0.563288931,1,0,0,1
167.9930539536,57.0877091746,0.8882620581,0.2605782524,4.3965603613,0.133828363,1,0,0,1
244.4336545338,26.9016212188,0.8994580937,0.2270347181,4.0003367325,0.7830166373,1,0,0,1
257.2558078276,45.7720017042,0.9582906904,0.3333066071,5.1674199999,0.2468238692,1,0,0,1
261.1356084228,36.0694552405,0.6407569552,0.2440935675,4.675983216,0.8665479817,1,0,0,0
235.7713745411,56.7519937546,0.9771935267,0.2689538089,4.9432841535,0.9640784165,1,0,0,1
163.3934286788,49.0456743276,0.7975256162,0.2550595222,5.5817796969,0.6758477465,1,0,0,1
170.8673773337,33.8980984312,0.9502044906,0.1731228947,4.6960985206,0.9507727077,1,0,0,0
255.3810752302,35.4318273024,0.6421459689,0.4127295453,5.6103730537,0.104808065,1,0,0,1
224.7856199259,38.4792041966,0.9463280661,0.2903870924,4.2774438115,0.3687071709,1,0,0,1
205.4719883981,26.8324257066,0.9070270514,0.2666017728,6.055449717,0.7196538166,1,0,0,0
205.6742422179,55.4417111839,0.8921985444,0.3590852684,5.9906014889,0.6077521223,1,0,0,0
194.2952216358,29.7810316278,0.8606559042,0.3954389833,4.7890683594,0.052198629,1,0,0,1
252.329082094,41.3853949455,0.8316701021,0.1341365346,4.1075173797,0.0580919521,1,0,0,0
166.7268318482,43.0551665949,0.7070370707,0.4341920903,4.0367334716,0.9110687028,1,0,0,0
275.7398039319,49.8284038481,0.9795383823,0.1125687286,5.8405010627,0.5309376784,0,0,0,1
239.2697512359,25.3473337395,0.7856380638,0.4853996964,5.2975807003,0.762309032,1,0,0,1
218.2378334261,34.3538420428,0.6879221395,0.1526073068,6.1428238996,0.0169476649,1,0,0,1
265.5237317636,53.2504438078,0.6480828916,0.2062331332,4.0438809084,0.3418037055,1,0,0,0
260.8539836682,32.8142184927,0.8567439835,0.3282598496,5.4202312808,0.6464587416,1,0,0,0
296.1291665725,54.6471289444,0.6094379859,0.4594242419,5.9579960332,0.2911442478,1,0,0,0
181.0642377265,30.3314724982,0.959782085,0.3840541727,6.3434460954,0.4840770697,1,0,0,1
262.1166609895,41.5833439939,0.6231377798,0.4831159204,6.3568107977,0.5307373553,1,0,0,0
247.6436002677,47.560691116,0.8245174172,0.4107712041,4.5124530238,0.1958330841,0,0,0,1
171.1204423339,46.7844774548,0.9125287423,0.3313193598,4.367406774,0.5272651809,1,0,0,0
285.9631445872,30.7358358323,0.8571275659,0.4239440749,6.368488124,0.2905045057,1,0,0,1
220.4982402237,56.1549398089,0.8830885401,0.1248812905,4.3682576107,0.4973124462,1,0,0,0
184.5376381066,26.5597338207,0.7662568747,0.22076668,5.9027207651,0.5006035712,1,0,0,1
251.9430499103,27.6683726291,0.709881526,0.4227861964,5.149162176,0.1803079354,1,0,0,1
218.7896915271,44.6306062177,0.9455846323,0.2925333506,6.2441866817,0.8436496641,1,0,0,1
297.1788793746,52.7600005899,0.9415139687,0.1967908521,6.4015674388,0.6365386468,1,0,0,1
224.7354000749,39.23359245,0.9812080085,0.3090158867,4.5477936987,0.4369958857,1,0,0,0
239.0341403068,27.5578546709,0.8489373058,0.4924711347,4.4752691245,0.7321226068,1,0,0,0
203.2561584678,49.440890503,0.7580823705,0.4811587184,6.4176317036,0.1616714362,1,0,0,1
221.5350159702,50.141591138,0.6989361263,0.3562460734,5.6665011976,0.9601677847,1,0,0,0
264.53686033,54.9322444756,0.8412257225,0.4341631323,5.961052145,0.9261940684,0,0,0,1
184.3015169405,47.2027291105,0.6888303483,0.2286679959,6.120105224,0.8082754396,1,0,0,1
188.0731617235,33.6032603757,0.7611057594,0.457857119,4.0011069536,0.2888849389,1,0,0,1
209.6754938253,57.183585863,0.9973020062,0.1179645196,5.9025198087,0.6354436457,1,0,0,0
163.6082553352,26.141628192,0.6230811714,0.2777461397,4.688869848,0.7875490859,1,0,0,0
187.6502074893,44.7425910092,0.7434313846,0.3626524295,4.6009972822,0.8773556122,1,0,0,1
296.1558358019,25.9631714799,0.9359264649,0.4007088692,4.5717360235,0.1752217721,1,0,0,0
280.0155531759,34.8867560392,0.9801836682,0.3326489172,5.0915354744,0.4275018313,1,0,0,0
198.9507646398,54.3880879498,0.6575257401,0.2720411506,6.2593939294,0.8925582275,1,0,0,1
212.9171990936,52.3127926052,0.7905342933,0.2990159409,4.5117002726,0.2553090765,1,0,0,0
194.3542011062,45.7830868283,0.6131238497,0.3544169875,4.9108855961,0.9407845205,1,0,0,1
226.0380656943,39.3294225136,0.9243514324,0.4343303712,4.8304775828,0.7739062218,1,0,0,1
202.8903908893,53.8675749697,0.8062637623,0.2853174613,4.1135082037,0.4252281854,1,0,0,1
155.6356635598,29.4753380428,0.9062187002,0.1000046539,5.0414145712,0.3621762548,1,0,0,1
258.4692410824,32.0196087876,0.681431351,0.1040362427,5.0937048165,0.0014738221,1,0,0,1
259.4017191132,58.839592493,0.6897173933,0.3652188767,5.8547408174,0.7590689393,1,0,0,0
241.4446517485,56.361427988,0.9272106997,0.2011254424,4.6785964441,0.3709410082,0,0,0,0
285.2910295124,53.2342731893,0.9939433611,0.4016993039,4.9829880026,0.1496014495,1,0,0,0
207.1034521741,39.5064400439,0.9015318802,0.1082685476,4.672549117,0.5837727805,1,0,0,1
292.8332678546,26.4847804372,0.706130455,0.3406215517,4.7413997805,0.1299413723,1,0,0,0
234.0137546165,52.325614862,0.883395879,0.1688356917,6.4310499976,0.8275063199,1,0,0,0
254.5814072864,50.0014322507,0.7846864575,0.4683978084,5.7364885681,0.8504716148,1,0,0,0
201.6906126671,26.0800266508,0.6207581198,0.1568681787,4.5334833699,0.9785254684,1,0,0,1
278.4805835622,49.5409451557,0.8908227046,0.3248291178,6.3677266678,0.3119840203,1,0,0,0
222.3750630353,42.7335427144,0.7548949085,0.4626288843,4.0401546625,0.8389973277,1,0,0,0
151.7126975181,49.629492287,0.9881028439,0.2750645313,4.5874335125,0.5010878803,1,0,0,0
255.9289774445,43.7001693163,0.8162938269,0.2718383774,4.77208606,0.8626404711,1,0,0,1
176.8883417862,53.0001218617,0.8210828303,0.2586214728,4.3292875714,0.8087899846,1,0,0,1
251.5728618687,46.876021513,0.7266198661,0.426564314,5.2537886537,0.2504678988,1,0,0,1
243.7311149411,45.01110941,0.9331321507,0.4624348242,4.0303919287,0.1628150497,1,0,0,1
178.0371660913,25.6928480422,0.7562728444,0.1765710722,5.0291386511,0.3340499657,1,0,0,1
259.9048575885,39.1584584951,0.6273412801,0.413503937,4.7143958115,0.3334625936,1,0,0,1
251.6311418255,27.5238882525,0.6821605634,0.2525764166,6.4551238425,0.6714791487,1,0,0,1
244.8423230456,31.9647248636,0.7673335456,0.4003759193,4.2534322439,0.3252539059,1,0,0,0
291.1908672363,57.0155890235,0.6045922639,0.2800466106,6.4427605826,0.9706765454,1,0,0,1
166.9955257091,39.1260350827,0.8951539939,0.3818217712,5.0568215922,0.5197042629,1,0,0,0
161.1063326869,46.1918934225,0.8067159757,0.3960645475,5.5767511779,0.6567560635,1,0,0,1
295.280599755,46.1273020196,0.6307917868,0.1302334455,6.3785580521,0.4303747497,1,0,0,0
254.3696216483,41.0307774084,0.6368381013,0.3213516065,5.6040797721,0.9650153695,1,0,0,1
187.6339568537,48.6609200818,0.882651948,0.3440029668,4.7822684855,0.2495243668,1,0,0,1
150.3027776622,31.0928586359,0.6468264166,0.279633898,5.5306453769,0.7365352283,1,0,0,0
282.4490737245,32.0921421947,0.8350343484,0.3804558378,5.7002797136,0.6274865718,1,0,0,1
207.8420269298,57.7693498795,0.81679603,0.4758606045,4.5512092337,0.8398016067,1,0,0,0
178.2810908624,48.5361174309,0.9908027818,0.1407572403,4.0207998556,0.3270446442,1,0,0,1
283.5085538198,27.9505460114,0.9228757275,0.4445278503,6.0431307784,0.7234478179,1,0,0,0
151.3581242371,45.630889632,0.845316674,0.3550752988,4.6050552,0.2040246657,1,0,0,1
248.099113851,53.6429348268,0.6200074307,0.4646085173,4.0737601379,0.214406483,1,0,0,0
190.6209492055,33.6645919598,0.6250105183,0.2835762066,5.831833687,0.5970957702,1,0,0,1
239.2204822017,38.0270137139,0.7332139487,0.4539857233,4.9582105991,0.9327105081,1,0,0,1
231.6380949171,32.0098706254,0.8467134431,0.3971525975,5.8447934834,0.2914957409,0,0,0,1
265.6113796358,39.9623477625,0.682486962,0.4198875056,4.8340169726,0.3684489199,1,0,0,1
284.301913373,48.3262066634,0.9149548107,0.2817381692,5.5756180486,0.6379542627,1,0,0,0
275.0464701216,42.4801119453,0.8140102018,0.1577550529,5.9599683967,0.8247432373,1,0,0,1
193.8574665618,40.5371809077,0.6087653315,0.2204184311,5.2565781066,0.469525542,1,0,0,0
154.2466911604,32.3510272331,0.7124152326,0.3851840031,4.0287311832,0.260236598,0,0,0,0
173.9238393812,30.6161914995,0.6281967783,0.174258682,5.6605484625,0.7205655486,1,0,0,0
273.9732135294,40.6170427342,0.922337813,0.1031857619,6.3114026384,0.5150056597,1,0,0,0
230.333072232,37.491009131,0.7415156635,0.4314222392,5.9732321208,0.2160601162,1,0,0,0
271.3986597428,52.5225206572,0.8528866391,0.2494080708,4.6787468855,0.8763194331,1,0,0,1
165.3851943875,38.7455760145,0.8213484759,0.301252989,4.4846576698,0.7944856336,0,0,0,1
282.6564820534,37.0673497025,0.7847373925,0.2658064259,4.0331275838,0.1603654061,0,0,0,0
251.0468126212,31.2738639509,0.8775798362,0.1918392643,4.2938782504,0.7406261489,1,0,0,0
279.445859848,43.6161177653,0.9157728777,0.2187146728,5.3534240254,0.0191289664,1,0,0,1
174.8622265448,56.1799437244,0.6966147367,0.2417085309,4.2633637112,0.1184150392,1,0,0,1
181.784149566,35.8850873156,0.6667724283,0.197491793,4.6690019972,0.2195539232,1,0,0,1
293.979420407,46.5705170074,0.8227513773,0.2663100414,5.0723608336,0.678978493,1,0,0,0
211.7797110626,51.3758120761,0.6814668551,0.2310208661,5.3667131377,0.6314189212,1,0,0,0
229.8756099624,29.0388124763,0.8422551557,0.1468815623,4.8430164389,0.9804355703,1,0,0,1
226.8427135865,29.0000019499,0.905920389,0.37155909,5.9324668033,0.4192716612,1,0,0,0
152.7186061569,52.746533975,0.6276183625,0.2897020084,5.4016957373,0.2219004608,1,0,0,0
257.1961912363,55.8547209229,0.8925266079,0.3789101676,5.8815957352,0.8213883629,1,0,0,0
276.4989251682,41.9783130993,0.7334513583,0.416623281,5.1282352826,0.8205987577,1,0,0,0
210.6852984606,41.9520549202,0.6053470733,0.2638956946,5.6194355824,0.9017740285,1,0,0,1
180.5209113746,27.3440764209,0.9509401813,0.2557619756,5.3544024107,0.8479278838,1,0,0,1
231.8377774004,59.3597569882,0.7801914286,0.3053472841,6.4730443849,0.9971823539,1,0,0,1
233.858892742,36.2406753423,0.6880445304,0.2402082137,4.9313331844,0.7066342635,1,0,0,0
206.1720599952,37.9318676911,0.6181277116,0.2399779758,6.3232210057,0.2176673996,1,0,0,1
249.25264326,41.9396278863,0.6021253903,0.421797857,5.9320239332,0.0486576637,1,0,0,0
237.1522640063,39.9124842169,0.8192129427,0.3084292762,4.8755074777,0.5180080664,1,0,0,1
171.048677729,48.4905115683,0.848189514,0.3969012749,4.4247025151,0.3469626597,1,0,0,0
208.6132728494,30.5537605791,0.7032924079,0.342164703,5.0829077783,0.8891279239,1,0,0,1
236.8210131768,47.1336963515,0.6625906864,0.289568488,5.7909927799,0.3862119928,1,0,0,1
238.2757402738,31.4880472679,0.839908526,0.4446054829,6.1715990996,0.5070596467,1,0,0,1
178.1880571223,27.6940084283,0.8784624581,0.2531195058,6.0545773665,0.9584978357,1,0,0,1
214.6630293935,44.2269925716,0.8133005597,0.3547046868,5.8705820783,0.3245118002,1,0,0,0
190.4267793438,31.6824304775,0.8778563836,0.1874862452,5.4882581648,0.0631402929,1,0,0,1
266.5185725111,53.7576776537,0.784609171,0.4933222627,5.9667708518,0.6989488285,1,0,0,1
205.2520820692,40.1321179241,0.6124596371,0.2038305797,4.0841910097,0.8884641099,1,0,0,0
273.6490337819,47.0513957468,0.9432481577,0.4135089556,5.0724623296,0.8881181889,1,0,0,1
198.7935927543,56.5336313492,0.9984630694,0.4301662656,6.1121783694,0.8127136199,1,0,0,0
256.0256783671,58.8542255634,0.930660823,0.4612374912,6.3339277086,0.806665053,1,0,0,0
278.7034906511,59.9169904091,0.6965985941,0.1161403307,5.027978795,0.9611594157,1,0,0,0
283.7566297804,54.7212651926,0.7624047207,0.1054794202,4.2005556161,0.2320181803,1,0,0,0
152.1572169108,51.7523685253,0.8494972339,0.4049210498,4.0973450417,0.5116357179,1,0,0,0
150.8019241282,57.844481035,0.7659260478,0.2609339821,4.976484019,0.9906791571,1,0,0,1
263.5095250603,40.4802831908,0.8829588,0.2556921887,4.5721886562,0.8684107879,1,0,0,0
206.8691487563,38.0020080281,0.8474108235,0.3532290614,5.1732130683,0.9811179079,1,0,0,0
247.4263394561,53.1544920887,0.8860400645,0.3372632876,4.1333699925,0.8328319019,0,0,0,0
204.3646983924,55.2274497454,0.6440253137,0.4700188701,5.5791087877,0.6908839766,1,0,0,0
254.5703708838,47.7023634869,0.7101152854,0.1624826275,5.5898508171,0.4138274653,0,0,0,1
180.6249838752,26.481979757,0.8318904628,0.2811644281,6.3718609879,0.019144868,1,0,0,1
266.8653879594,46.3394098803,0.8798558278,0.43526199,6.0070273371,0.9102130349,1,0,0,1
245.8548238372,58.3737284248,0.952646256,0.3337999182,6.0844798773,0.9213075122,1,0,0,1
237.4786206416,45.7494063178,0.7419698644,0.1207957408,4.0793594134,0.2307946539,1,0,0,1
287.3508348392,46.5710072282,0.6985144075,0.3762719085,5.4919410499,0.8629968314,1,0,0,1
282.914015297,31.8828754734,0.8949704343,0.2146078196,6.0066007809,0.2005529778,1,0,0,0
182.4340513692,49.1924133285,0.841215822,0.3475966259,6.3519332492,0.0623940686,1,0,0,0
200.2918575117,27.3455788213,0.9901372534,0.4267895629,6.1313685531,0.3060514635,1,0,0,1
232.7815704632,52.629329767,0.7664872235,0.1672472514,5.1873774132,0.2685621675,1,0,0,1
165.1467160227,30.8621881183,0.6589102254,0.4892307192,5.8982312673,0.1144315186,1,0,0,1
151.3059220594,30.4450002904,0.6829091916,0.3522323766,4.549266976,0.1296789782,1,0,0,1
188.4694591525,37.4361911966,0.8695976833,0.1250259369,4.5262673492,0.898238064,1,0,0,1
266.520499821,27.6767984425,0.9946916406,0.2085463854,4.2464573176,0.3024195113,1,0,0,0
234.5112546726,53.1331711669,0.6548593953,0.3322796338,5.263771901,0.3116898285,1,0,0,1
150.4711359072,31.0985190576,0.95016225,0.2766985967,6.4605862481,0.8223812112,1,0,0,1
158.5468090496,39.6512546221,0.7833725697,0.3900024305,5.4357189377,0.991772881,1,0,0,0
249.6302569608,31.9736084043,0.6179845766,0.1505425925,5.4063880032,0.889519311,1,0,0,1
205.7200893937,31.8308281027,0.795757015,0.3966565807,5.2314226769,0.6870391506,1,0,0,1
248.7123877124,29.09541037,0.9198871654,0.1492930303,5.746326563,0.7624469587,1,0,0,0
168.9003041796,31.8746725555,0.9805779303,0.170196651,5.4193182948,0.5128970555,1,0,0,0
280.4409123712,39.0971541632,0.9880941378,0.4729291033,5.8540065486,0.1412235434,1,0,0,0
235.6316125259,31.4844624384,0.7114572252,0.1874839201,4.4570944497,0.9031907788,1,0,0,1
240.577647381,45.1814902495,0.8235063778,0.2484678064,5.9641077588,0.7977322633,1,0,0,1
205.1086093046,28.0456026406,0.8227139644,0.4380483406,5.9898159679,0.988521648,1,0,0,1
153.7856018772,33.8426110717,0.8080296244,0.3087812014,5.4723326874,0.0006533908,1,0,0,1
280.6003551188,52.7408184623,0.850931574,0.4001063056,4.3801214186,0.5543374743,1,0,0,0
179.9257972394,35.2882185356,0.6948338834,0.4794011773,6.3616643304,0.2075409362,1,0,0,1
